"Id","Chara","Serif","Place","Chapter","Para","Effect","Left","Center","Right","BGM","SE","Release","","","","","","","","","","","","","","","","",""
"150","1@ケンティ","全然楽しめなかったから。僕もXみたいにやりたいことがない学生だったから、ネームバリューだけで選んだ会社に入社したんだ。でも、仕事が楽しくなくて、いつ辞めようか毎日悩んでたんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160","99@自分","ケンティにもそんな時があったんですね……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170","1@ケンティ","あったよ。海外で就職したくて、3年働いた後に外資系IT企業に転職できたんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180","99@自分","外資系！すごいですね。……やっぱり英語も必要ですよね？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190","1@ケンティ","うん、仕事の大半は英語だった！でも転職した当時はほとんど話せなかったよ。それでも、海外で働けるならどこでも良いって思って、またエンジニアで入っちゃったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200","99@自分","入っちゃったって事は……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","1@ケンティ","うん……フィリピンでは働くことができたんだけど、ちょっと僕にはエンジニア向いてなかったかな。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220","99@自分","エンジニアって、みんなの憧れの職業ですけど、向き不向きってあるもんなんですね……。エンジニアってだけで勝手にかっこよくて給料高いイメージありましたけど、すごく難しそうだし、楽しいかどうかは別ですよね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230","1@ケンティ","べるちゃんは逆に、エンジニアの仕事を本気で楽しんでるんだ。僕と正反対で面白いなって思った。よかったら今度話聞いてみて。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240","99@自分","そういえばエンジニアって言ってましたね。今度話聞いてみます！ケンティは、今の仕事は楽しめてるんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250","1@ケンティ","うん、Webデザイナーは楽しくて、なって良かったと思ってる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260","99@自分","なんでWebデザイナーになったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270","1@ケンティ","デザインが好きだったからかなー？小さい頃から絵を描くのが好きだったんだよね。イラスト描いたり、美術の授業にのめり込んでたり。今まで趣味だったものを、仕事にしてみようと思ったんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280","99@自分","好きなことを仕事にできるって良いですね！実は自分、お店の看板のデザインを任されてるんですよ。好きな時に描き変えてよくて。それが結構楽しくて。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290","1@ケンティ","すごく良いじゃん！それずっと続けてたら、自分のやりたいことが見つかるかもしれないね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","99@自分","なるほど、こうやって自分のやりたいことを見つけていくのか……。今はまだ全然画力もないし、アイディアもないんですけど、わくわくします。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310","1@ケンティ","Xがやりたいこと見つけられるの、僕も楽しみにしてるよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320","","フランスに行く前の話(3:10)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","99@自分","フランスに行く前、準備とか大変じゃなかったですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","1@ケンティ","そう思うじゃん？でも結構スムーズにできた！エージェントにも頼らなかったし。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350","99@自分","エージェントとか通さなかったんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360","1@ケンティ","うん、自分でやったよ。最初はちょっと不安だったけど、調べればなんとかなるもんだね。インターネットで情報集めて、ビザの申請に必要な１年間の計画書とか履歴書も作ったよ。フランスは、オーストラリアとかカナダみたいに情報は多くなかったから、不安なことも多かったな。フランスにワーホリ行った人、調べる限りほぼ全てが女性だった！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370","","「確かに女性に人気高そうではあるけど、ほぼ全て女性ってのは極端ですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380","","計画もみっちり立ててったんですか？」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"390","1@ケンティ","全然立てなかったね。ビザの申請のための計画書を作った時に、色々決めても良かったんだけど、どこか自由を求めてる自分がいてさ。偶発的なものに喜びを覚えたいんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400","99@自分","そうなんですね。そういえば、円安とか凄くなかったですか？大丈夫でした？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410","1@ケンティ","猛ダメージだったよ！日本人からすると、フランスのものは全てが高い！物価高の影響もあって、数年前よりもさらに高くなってる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","99@自分","じゃあケンティが行った時は、金銭的にかなりハードモードだったんですね……。治安もあんまりよくないイメージありますけど、こちらもハードモードです？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430","1@ケンティ","全く治安の悪さは感じなかったね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","99@自分","そうなんですか！なら良かった。でも、1人でパリ行くなんて、僕だったら英語も喋れないし、怖くて行けないです……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","1@ケンティ","僕も不安は山ほどあったよ。慣れてない土地だし、人脈もないし。仕事が見つかるのか、フランス語が習得できるのかってね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"460","99@自分","フランス語って難しそう……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"470","1@ケンティ","難しいよ。でも、語学学校に行くのは決めてたんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","99@自分","あ、学校通ったんですね。ならなんとかなりそう。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","1@ケンティ","うん。パリで最初の数日過ごした後、２ヶ月リヨンっていうところにある語学学校に通ったんだ。さすがにちゃんとフランス語学びたかったし、友達も欲しかったからね。その後の予定は全部未定だったんだけどね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500","99@自分","予定が未定って、旅人らしい……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","1@ケンティ","確かにそうかも。上手くいけば、１年間滞在したいと思ってた。お金が尽きるなら、親に泣いて頼むか、早く帰国しなきゃいけない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","99@自分","あぁ……そうですよね……そういうのもちゃんと考慮していかなきゃいけない……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","1@ケンティ","そうそう。最悪の事態を想定するのは大事だよね。フランスに着いてから不安だし、将来を考えても不安だし。「結局自分はこれからずっと不安の道を進んでいかねばならないのか」って落ち込んでた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","99@自分","異国の国に挑戦するんだから不安ですよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"550","1@ケンティ","うん……そんな僕でも、「やって良かった」って思えることをしたかった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560","99@自分","やって……良かったですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"570","1@ケンティ","もちろん！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580","99@自分","いいなぁ。ケンティの経験はちょっとハードすぎるけど、自分もやって良かったって思える挑戦してみたいです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","","（もっと色々聞きたいところだけど、ずいぶんと遅くなってしまった。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600","99@自分","また色々詳しく聞かせてください！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","1@ケンティ","うん、待ってるよ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","","フランス語について(4:00)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","99@自分","フランスに行く前からフランス語って話せたんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","1@ケンティ","全然！ボンジュールとメルシーくらいしか知らなかったよ。でもフランスって、英語通用しないって聞いてたから、日本にいる間にある程度は理解しておきたかったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650","99@自分","英語通じないんですか！そりゃ行く前から猛勉強しておきたいですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660","1@ケンティ","勉強頑張ったよ。でもいきなり難しい教材使っても挫折しちゃうから、最初は本屋で見つけた、一番簡単そうな本を繰り返し読んでた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670","99@自分","え、独学ですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680","1@ケンティ","うん、独学。半年くらい勉強した甲斐があって、リーディングくらいはできるようになったんだよね。フランス語って、英語と近い言葉も多いから、結構読めたんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"690","99@自分","半年で読めるようになるんですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"700","1@ケンティ","リーディングはね。でも、リスニングとスピーキングのコミュニケーションはまだまだって感じだった。フランス語検定の一番下の級は取れるくらいは勉強したな。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"710","99@自分","級も取っちゃうなんてさすがです！じゃあフランス行っても余裕でした？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"720","1@ケンティ","全然！パリに降り立った時、空港の駅で早速フランス語使ってみたんだよ。でもさ……「電車に乗る」ってなんて良いうんだっけ？「チケットが欲しい」って何て言うんだっけ？あれあれ？って、すっごいパニックになった！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730","99@自分","確かに……いざ使うとなったら何も出てこなくなりそう……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"740","1@ケンティ","本当にそれ。おまけに、本場のフランス語を聞いて怯えたよ……何も聞き取れないし、話せない。
これまで半年頑張ったフランス語学習はなんだったんだって……
今後のことを考えたらネガティブになった初日だった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"750","99@自分","本場のフランス語……そんなに違うんですね……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"760","1@ケンティ","違ったね……。パリで少し過ごした後、リヨンっていう都市で２ヶ月間語学学校に通い始めたんだ。クラスは下から２番目のA2。初心者から少し抜け出したレベル。初日の授業は、一言も聞き取れないまま１日が終わったよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"770","99@自分","えっ！それはこの先不安すぎる！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"780","1@ケンティ","絶望してた……。とんでもない場所に来てしまったと思ったよね。自分の決断に後悔もした……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"790","99@自分","その後は大丈夫だったんですか……？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"800","1@ケンティ","毎日授業を受けていると、段々理解できるようになったんだよね。語学力は確実に伸びていったよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"810","99@自分","良かったー！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"820","1@ケンティ","良かったよー。１ヶ月くらい経って、やっと授業を楽しめるようになってきたね。自分の勉強方法も確立できてきた。２ヶ月目には、能動的に授業に参加できるようにもなった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"830","99@自分","ちゃんと成長してる！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","1@ケンティ","本当に、毎日やってると伸びたよ。クラスメイトとは普段英語で話してたんだけどさ、たまにフランス語で話してた。お互い同じレベルだから、勉強相手として最適なんだよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","99@自分","クラスメイトの存在大きいですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","1@ケンティ","大きかったね。モチベーションを保ち続けるのって本当に大変だからさ、クラスメイトがいて良かったよ。
語学の学習って、本当に大変だったんだけど、フランス人と簡単な会話できた時はすごく嬉しいんだ。これがあるから、どんなに大変でも続けられたんだと思う。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","99@自分","そっか……英語にも同じこと言えますよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","1@ケンティ","うんうん。日本に居ると、英語使う環境がないから伸びないよね。
でも、諦めずに毎日勉強し続けてたら、いつか理解できる時が来るんだ。不思議だよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","99@自分","ケンティ、本当に努力家ですね……。僕も英語頑張ってみようかな……。ケンティの話聞いて、すごいやる気出ました！ありがとうございます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900","1@ケンティ","うん、頑張ってみてよ！僕で良ければ英語の会話相手にもなるし。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","99@自分","本当ですか！？でも、ちょっと恥ずかしいです……！自主学習から頑張ってみます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","1@ケンティ","対人だと恥ずかしかったら、AIもあるしね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"930","99@自分","なるほど、英会話相手にAI使うんですね！試してみます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"940","1@ケンティ","ぜひぜひ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"950","","（家に帰ったら、早速AIと英語の勉強してみよう！）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","","特技について(2:20)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"970","99@自分","ケンティって、何か特技とかあります？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","1@ケンティ","特技！？……特技はなんですかって聞かれて、答えられる人ってどれくらいいるんだろう。
強いて言うならたくさん食べられることかな？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","99@自分","えっ、そんな細いのにたくさん食べるんですか！？どこに入るスペースあるんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1000","1@ケンティ","僕、どんなに食べても太らない体質なんだよね。
今まで体重を気にしながら生活したことない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010","99@自分","痩せの大食いですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","1@ケンティ","え、それすごい言われるんだけど！でも正直、自分で大食いってあんまり認識してないんだよね。
まぁ、日本で定食屋に行ったら必ずご飯を大盛りにしてたし、ラーメン屋でも大盛りとか替え玉するし、一般の人よりは食べる方なのかなぁって思うくらい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1030","99@自分","それすごく大食いですよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040","1@ケンティ","らしいね……。でも、意識してたくさん食べているわけじゃないんだよね。
残さず食べたいって気持ちがあるからだと思う。
ただ、ひとつ言えるのは、ストレス溜まるとめっっっちゃ食べるんだよね。
食べることで気持ちを落ち着かせようとしがちなんだ。
主食からお菓子までなんでも食べちゃう。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050","99@自分","なるほど。それはひとつの大食いの証ですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1060","1@ケンティ","そうかもね。どれだけ食べても、翌朝にはお腹ぺったんこになってる。
でも自慢になっちゃうから、自分から言わないようにしてるんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070","99@自分","確かに、羨ましすぎる体質……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","1@ケンティ","でもまぁ……大会とか出たわけじゃないし、特技「大食い」って言っていいのか微妙なんだけどね。でも、僕にはすごく役立ってるよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","99@自分","食費かかりそうですけど、逆に？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100","1@ケンティ","確かに食費がかさむ時もあるけど、食べることで悩みが軽くなるし、太りもしないから、僕にとっては最強のストレス発散法なんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","","「羨ましすぎます……！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1120","","ケンティって、中身も素敵なのに、外見まで背が高くて、足長くて、太らない体質で、しかもイケメンで……完璧じゃないですか！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1130","","僕と身体交換しませんか？」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","1@ケンティ","いやだね！よし、今日はもう帰ろうかな！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","99@自分","あ！逃げた！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","","（僕も慌てて身支度をしてケンティの後を追おうとしたけど、もう姿はなかった。は、早い……！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1170","","ケンティは外見も中身も、本当に魅力的な人だ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","","外見を真似するのは難しくても……僕も今度、大食いチャレンジしてみようかな。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1190","","⭐️フランス経験談１(7:40)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200","99@自分","実際にフランス行ってどうでした？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","1@ケンティ","すごい楽しかったよ！
行く前に目標立てて行ったんだけどさ、それも結構達成できてて。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","99@自分","目標大事ですよね。どんなの立ててったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","1@ケンティ","「偶発的なものに喜びを覚える","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","","人との出会いとかラッキーな出来事、こうした偶然を楽しむことを意識してたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","","ちゃんとそれに沿って行動できてたなって思う。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","","２ヶ月間語学学校に通った後、南仏の日本食レストランで働き始めたんだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","","働けたこと自体、もうこの目標は達成できたなって思ってる。」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","99@自分","フランスで働けたんですね！すごい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","1@ケンティ","ありがとう。でも、働き始めの１週間はくたくたのヘロヘロだったよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","99@自分","どうやって仕事見つけたんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","1@ケンティ","語学学校のあるリヨンにいた頃、日本人向けのフランスの掲示板で探したね。
南仏エリアはパリに比べると求人が少なくて、探すのにすごい苦労したよ。
求人はほとんどが飲食業。手当たり次第に連絡したら、一通のメールが来た。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","99@自分","おおお！ということは……！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","","「うん、電話で面接して、正式に採用が決定！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","","僕の希望もあって、年末までの4ヶ月だけ。」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","99@自分","たった４ヶ月でも採用してもらえるんですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","1@ケンティ","本当に感謝だったよ。オーナーが家まで探してくれたんだけど、スーパーまで徒歩３０分、職場まで徒歩３０分。洗濯機なし、虫たくさん。家賃は決して安くない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370","99@自分","おぉぉぉ……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","1@ケンティ","なんでこんな場所で……って寂しくなっちゃった。夜一人で過ごす時もすごく寂しくなっちゃってさ。一瞬ここに来たことを後悔したよね。
でも、翌朝にはもう気持ちが切り替わってた。
4ヶ月だけだし、せっかくワーホリに来たんだし。
こういった不便な環境も楽しもうじゃないか！って。
気づいたらポジティブな気持ちになってた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1390","99@自分","ポジティブになれて良かった！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400","1@ケンティ","うん、良かった。レストランの勤務は、週5日固定シフト。
時間は店舗の営業時間と準備、片付けを含めた感じ。
まかない料理が昼・夜と一日2回含まれているから、あまりお金を使わない生活だったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1410","99@自分","まかない良いですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","1@ケンティ","うん、美味しかったしね。
スタッフは全員年上の日本人で、僕は最年少だったな。
みんなフランスに長年住んでる人たちだった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","99@自分","南仏にも日本人結構いるんですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1440","1@ケンティ","いや、全然いないんだけどね。
レストランにだけいたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","","「そうなんですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","","実際のお仕事はどうでした？」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","1@ケンティ","本当に大変だったよ……。
スタッフはキッチン担当の人、ホール担当の人、そしてそのどちらも掛け持つ僕の3人だった。
でも、役割に固執しないでみんなで協力って感じだった。
キッチンは学生時代の和食料理店でのアルバイト以来だったんだよね。
僕、普段全く自炊をしないから、調理自体がかなり久しぶりだったんだよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480","99@自分","えー！じゃあかなり緊張しますね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1490","1@ケンティ","そうそう！
レシピはあるんだけど、美味しく作ることを重視。
最初のお客さんが来てさ、早速自分の作った料理出すんだけど……。
「どうかな、美味しいかな？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1500","","これだけで一苦労。Xもそうじゃなかった？」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1510","99@自分","本当、最初緊張しました！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1520","1@ケンティ","だよね。
初日は頭の限界値超えるくらいいろんなこと教わったよ。
夜帰ったらクタクタになってすぐ寝ちゃった。
「最初はキッチンに集中して、できるようになろう」って言われてたのに、翌日からなぜかホールも担当。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1530","99@自分","キッチンだけでも覚えることいっぱいなのに、ホールまで……大変ですね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1540","1@ケンティ","もういっぱいいっぱいだった……
それに急に忙しいタイミングが来てさ、
「ケンティ、この醤油ラーメン、奥のテーブルに持っていって！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","","（１枚目：ゲームプレイ中の背景 / ２枚目：AIイメージ）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1560","","って言われて僕パニック！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1570","","熱々の醤油ラーメン持って、恐る恐るお客さんの元に行ってさ……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580","","テーブルにラーメン置いて、笑顔で「ボナペティ！」って一言。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1590","","お客さんは「メルシー！」って言ってくれて……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","","良かった……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1610","","汗びっしょり。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1620","","突然のホールの機会は難なく終了。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1630","","わずか1分。ただ提供するだけなのに、すごく長い時間だったんだよね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1640","","でも不思議なもんでさ、１回やると、２回目からは抵抗なくできるようになるんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1650","","当時は咄嗟にフランス語話せなくてさ、すごい詰まってた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1660","","でも、理解してくれて喜ぶお客さん見れるの、本当に良かった。」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1670","99@自分","聞いてるこっちまで嬉しくなります。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","1@ケンティ","最初の１週間は本当に、精神的にも肉体的にもくたくただったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1690","99@自分","当時のケンティ、お疲れ様でした……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1700","1@ケンティ","ありがとう。
でも、良いこともたくさんあったんだよね。
自分の作ったものを食べてもらえて、お客さんの笑顔が見れて……
仕事に貢献できているって感覚がすごく嬉しかったな。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1710","99@自分","僕もこの仕事をしてて同じ事思います！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720","1@ケンティ","そうだよね。
僕、これまでデスクワークの仕事ばっかだったからさ、対面の仕事するのってすごく久しぶりだったんだよね。
でさ、この仕事を通して気付いたことがある。
僕は「目の前にいる人をポジティブにすることが好き」って思った。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1730","99@自分","おお、良いですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740","1@ケンティ","その人が落ち込んでても、そうでなくても、僕と関わることで何か気持ちの変化があったらいいなって思った。
キッチンよりもサービスの方がやりがい感じたし。
お客さんが喜んでくれる姿を見れるのがすごく嬉しくて、気持ち良かったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1750","99@自分","ケンティは僕にとってお客さんですけど、めちゃくちゃ元気も刺激ももらってます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760","1@ケンティ","そう言ってくれるとすごく嬉しい！ありがとう！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1770","99@自分","僕も、接客を通してお客さんに笑顔になってもらえるとすごく嬉しくなります。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780","1@ケンティ","一緒だね！
お店に来てくれたお客さんから、同じ場所で働いているスタッフまで、関わる人全員ハッピーにさせたいんだよね。
この経験って、僕の今後のキャリアで一つのカギになる気がしたんだよ。
だから、Xにとっても、自分のやりたいことを見つけるカギになるかもしれないね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
