"Id","Chara","Serif","Place","Chapter","Para","Effect","Left","Center","Right","BGM","SE","Release","","","","","","","","","","","","","","","","",""
"480","","りえこさんは、カシオレを美味しそうに飲んで、また話し出す。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","2@りえこ","当時の私、趣味もなければ夢もなくて、勉強もしないし部活にも入ってない。ただただ毎日を無駄に過ごしてたんですよ……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500","","（あぁ……まるで少し前の僕。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","2@りえこ","このお医者さんの言葉がショックすぎて、無気力少女の私も一発で目が覚めたんですよ。これからは、何か打ち込めるものを見つけて、毎日精一杯生きていこう！ってね。決まった人生じゃなくて、自分で決めた人生を歩んでいきたい。
でも高校生だったんで、何していいのか分からなくて、そのまま大学生になってましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","99@自分","確かに、何をするかって難しいですよね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","3@べる","何かしたいけど、分からない。私も高校時代そうでしたね。Xは今まさにそうだしね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","2@りえこ","みんなありますよね、そんな時代。大学生になったら、チアリーディング部に入ったんです。部活紹介で見た女の子たちの瞳がキラッキラに輝いてて、とびっきりの笑顔で踊るの。私もこうなりたいなって思って、夢中になってやってましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"550","3@べる","絶対まじで可愛いチアのりえこさん……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560","2@りえこ","ありがとうございます！練習はハードだったけど、私のチアリーディング部が全国優勝して、フロリダの全米選手権大会に招待されたんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"570","99@自分","え！？すご。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580","2@りえこ","初めて行った海外だったんだけど、全ての光景がキラキラと眩しかった。特に衝撃的だったのが、ノーブラの女性たち。めちゃくちゃ多いんです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","3@べる","えぇ！ノーブラ多いんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600","2@りえこ","そう！バストをゆさゆさと揺らしながら歩く彼女たちを見て、あぁ、自由だなって思ったんですよね。日本にはないこの感じ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","3@べる","確かに、日本をノーブラで歩いたら、みんなにガン見されちゃいますよね。その自由さは日本にはないなぁ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","2@りえこ","そうなの。私が求めていた「何か」って、この「自由」だって思ったんですよ！広い世界に飛び出したい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","99@自分","おぉ、旅人の始まり！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","2@りえこ","帰国した私は、授業と部活とバイトをやりくりして、海外旅行の機会をひねり出しました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650","99@自分","大変そうですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660","2@りえこ","すごい大変だったけど、こうやってどんどん旅にのめり込んでいきましたね。
でも大学卒業して、海外には行きたいけど、両親の言うこと聞いて、地に足つけた生活しなきゃなって思ったんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670","99@自分","え、ということは……就職？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680","2@りえこ","そう、就職先も婚約も決まってたんですよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"690","3@べる","え、そうなんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"700","2@りえこ","両親に挨拶も終えてて、いざ結婚式の日取りとか場所を決めようっていう段階になった時、急に不安になっちゃったんですよね……。
大好きな彼に守られた生活、可愛い子供を産んで平和に暮らす。それもきっと幸せだと思います。でも、それよりもずっと強く、私はマチュピチュに行ってみたかったんですよ。マチュピチュだけじゃなくて、広大なウユニ塩湖、エジプトのピラミッドも登りたい。アフリカの自然動物もひと目でいいから見てみたかった。サハラ砂漠でラクダに乗って、インドのガンジス川で沐浴、アイスランドでオーロラも見たい。それから、信じられないぐらい透明な海で泳いでみたかったんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"710","99@自分","確かに、僕もピラミッドとか登ってみたいし、オーロラも見てみたい……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"720","3@べる","私もマチュピチュに行きたい……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730","2@りえこ","そうなんです。私も行きたいところ、やりたいことがたくさんあったんです……。このまま結婚したら、自由気ままに旅するチャンスは２度とないかもしれないって思って。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"740","99@自分","結婚ってまだあんまり想像できないんですけど、そういうもんなんですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"750","2@りえこ","はい。子供できたら旅行もなかなか行けなくなっちゃうって思って。そう考えたら、急に結婚生活自体が灰色に見えちゃったんですよね……。今ならまだ違う道を選択できるって思って。
内定を辞退して、旅に出ました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"760","99@自分","旅に出ちゃうのかっこいい……。婚約の方は大丈夫だったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"770","2@りえこ","それが数ヶ月後、「心配しすぎてもう耐えられない。」って、別れを告げられたんです……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"780","3@べる","えー！でも確かに、大事な彼女がアフリカとか旅してたら心配しすぎますね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"790","2@りえこ","でも全然後悔してない！世界中のありとあらゆる街、絶景、世界遺産を見て回って、かけがえのない仲間と家族を作ることができましたから！そして何より、考え方がガラリと変わりましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"800","99@自分","考え方ですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"810","2@りえこ","人生を悔いなく生きるためにやりたいことをするのは人間のエゴで、それを我慢して生きるのが当たり前だと、以前は思ってたんです。
でも、今は違いますね。
せっかくこの美しい地球に生まれて来たのに、それらを見ずに一生を終えるのはあまりにももったいない。やりたいことを我慢する必要はどこにもないんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"820","","（やりたいこと……か。僕にはないと思ってたけど、りえこさんの話を聞いていたら、僕だって世界遺産を見てみたいというやりたいことがあるのに気づいた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"830","","ピラミッドなんて行けるはずない、オーロラなんて見れるはずない。テレビの世界。そう思ってた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","","でも、もしかして……本当に見に行っていいのかもしれない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","","りえこさんの話を聞きながら、僕はそんなことを思っていた。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","2@りえこ","何も旅だけが人生じゃないんですよ。
好きなアイドルに夢中になったり、昆虫マニアになったり、何だって良いんです。とことん好きになれるものに出会えるだけで、とても幸せなことなんですよね。
どこかに行きたいと思ったら行けば良い。好きなことのための我慢は、人間いくらでもできるから。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","3@べる","どんな我慢してきたんですか……？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","2@りえこ","移動がね、本当にきつかった。地獄のような移動を繰り返す度に、何でこんな苦しいことに耐えてるんだろうってよく思ったけど、それを乗り越えた先には、夢の絶景が待ってるんですよ。
訪れたことのない魅力的な街とか、その時に行かなかったら一生知り合う事ができないであろう素晴らしい仲間にだって出会える。
そう思うと、４日間シャワー浴びれなくても、２週間お腹壊してピーピーになろうと屁でもない。インド人に１０回間違った道を教えられようと、絶対にめげない！列車のトイレが絶望的に汚くて、一日中水を飲めなくても、耐える事ができましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","99@自分","ちょっと……インド人に笑っちゃいました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900","2@りえこ","インド人、道知らないなら知らないって言って欲しいよ！
欲求に正直に突き進んだ結果、未知の世界に出会えることを知ってるから、旅に出るんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","99@自分","かっこいい……。僕も旅に出てみたくなりました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","2@りえこ","そう言ってくれると嬉しいです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"930","99@自分","世界一周は、内定辞退して、婚約者と別れた後に行ったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"940","2@りえこ","そう。卒業と同時にアメリカに留学することにしたんですよ。でも……アメリカに着いてから初めて分かったの。私の所持金１５０万円では大学の授業料は払えない！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"950","3@べる","え、入金する前に現地行ったんですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","2@りえこ","そう、留学の費用も調べずにとりあえずアメリカ行っちゃったんですよね……。間抜けに聞こえるかもだけど、私らしいといえば私らしい。ということで、１５０万円を使って世界一周しようと思ったんです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"970","99@自分","帰国しないで世界一周しちゃうのがすごい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","2@りえこ","まずは北米を回って、外国での生活に自分を少し慣れさせてから、ヨーロッパへ。でも途中、イタリアで全財産を盗まれちゃって、帰国したんですよね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","99@自分","えぇぇ……そんなことあるんですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1000","2@りえこ","そうなんですよ。その後オセアニアに渡って、日本を出発してから1年経過したという節目にまた帰国。少しだけ働いて資金作って、アジア、中東、アフリカ、それから南米ってまわって、世界ほぼ一周を達成って感じですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010","99@自分","すごーい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","2@りえこ","合計２年間かけて地球をとことん走り回りましたね。移動は、陸続きの国はなるべく長距離バスで、大陸間の移動には飛行機を使ってって感じで。ルートとか期間に縛られることもなく、本当に自由な旅でしたよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1030","3@べる","２年間もかけて世界一周なんてすごすぎる……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040","2@りえこ","危ない目にももちろんあったけど、すごく楽しかったですよ。何のプランもなしに一年旅をし続けて、それでも物足りずにもう一年旅に出たんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050","99@自分","世界一周って、そんなに魅力的なんですね……。僕もちょっと気になって来ました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1060","3@べる","行きなよX、世界一周。ちょうどりえこさんが世界一周した時と同じ年頃じゃん。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070","99@自分","いや、気になりますけど、そんな簡単に言わないでください！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","2@りえこ","旅のことなら何でも聞いてください！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","99@自分","ありがとうございます。……世界一周して考え方変わったって言ってましたけど、他にも何か変わったことってあります？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100","2@りえこ","お金をこれでもかというくらい大切にするようになりましたね！あと、とんでもなく体力と精神力もつきました。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","99@自分","めちゃくちゃつきそうですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1120","2@りえこ","うん。もはや怖いものはないくらいに無敵な気分になって、空だって飛べそうな気がしますよ。ものの考え方とか捉え方も１８０度変わりましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1130","3@べる","ちょっと海外行っただけでも変わるのに、とんでもなく変わりそうですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","2@りえこ","そうそう。今まで当たり前だと思ってたことが当たり前じゃなくなったし、全てが自分の行動次第でいくらでも変えていけるものだって自信がつきましたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","99@自分","かっこいい……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","2@りえこ","言い表せないほど辛い時間の方が多い旅だったけど、そんな旅の中にも、本当に素敵な感動があったからこそ旅をしてこられたんだと思います。
特に見知らぬ国で初めて出会う人たちとの交流には毎回感動しっぱなしでしたね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1170","3@べる","旅での醍醐味って人との出会いですよね。すごい共感です。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","2@りえこ","そうなんです！なんで見ず知らずの私にあんなにも優しくしてくれたんだろうって。感謝したい人が世界中に数えきれないくらいいるんです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1190","99@自分","素敵ですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200","2@りえこ","でも、痴漢がめちゃくちゃ多かったですね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","3@べる","えっ！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","2@りえこ","最後の方は痴漢される度にゴリラの顔真似して怒りの奇声を発して、犯人に痴漢したことを後悔させるようにしましたよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","3@べる","りえこさんめちゃくちゃ美人だから、痴漢したくなるのも分かる……。でも本当に怖いですね……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","2@りえこ","旅に出る前は普通の女の子だったのに、２年間でゴリラの真似して威嚇できるようにまで変貌しちゃいました！そのたくましさに自分でも驚いたぐらい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","99@自分","確かにそれくらいたくましくならないと世界一周なんて厳しそう……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","3@べる","でも、２年間世界一周で１５０万って、いくら貧乏旅行とはいえ足りないですよね？普通に生活してても１５０万は……計算してみよう。えーっと、１５０を２４ヶ月で割ると、月6.25万。家賃で終了ですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","2@りえこ","それがね……日々節約してたり、現地のご家庭に図々しく居候して食事をご馳走になることが多かったこともあって、１５０万で世界一周できたんですよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","3@べる","すごすぎる！
どお、X。１５０万なら親に借りれたりしないかな？
うちのバイトもっと長期でいっぱい入ってもらってでも稼げるかも。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","99@自分","待って待って！世界一周はまだ早い！僕海外行ったことないんですよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","2@りえこ","まずは近場の台湾とか韓国から行くのおすすめですよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","3@べる","私もそれ良いと思います！
りえこさん、この子まだ大学生なんですけど、自分のやりたいことを探す旅をしてる最中なんですよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","2@りえこ","そうなんですね！その旅、私も貢献したいです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","99@自分","え、本当ですか！ありがとうございます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","3@べる","良かったね、X！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","2@りえこ","子供が待ってるから今日はこの辺にしちゃうけど、またおしゃべりしに来ますね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","99@自分","え、お子さんいらっしゃるんですか！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370","2@りえこ","うん、私子供2人いるの。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","99@自分","それは大変そうだ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1390","2@りえこ","今日はありがとうございます！楽しかった！お気に入りのバー見つけられて嬉しいです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400","","りえこさんはそう言って、カシオレを飲み干し、お会計をしていく。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1410","2@りえこ","じゃ、また来ますね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","","りえこさんは軽やかに手を振ってバーを後にした。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","","（あの背中がすっと消えたあとも、店内には彼女の明るさと、ちょっぴりの余韻が残っている。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1440","","またすごい旅人と出会えた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","","１ヶ月後、もしかして僕は世界一周の旅に出てたりして。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","","……さすがにないか。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","","ちょっとまだ想像できない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480","","でも、りえこさんの話は確かに心に残った。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1490","","旅をすることは、世界を知ることじゃなくて、自分を知ることなのかもしれない。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1500","","そんな気がした夜だった。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1510","","2.旅の楽しみ方(5:40)","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1520","99@自分","りえこさんって、英語話せるんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1530","2@りえこ","中学生レベルだよ！
いや、もちろん使いこなせるに越したことはないから、勉強はしてるんだけどね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1540","","（お酒の力もあってか、初めて会った時よりもりえこさんは陽気でフレンドリーだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","","敬語が外れて、少し近づけた気がして嬉しい。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1560","","「中学生レベルでも海外って行けるんですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1570","","ちなみに、英語圏以外の場所の時はどうしてるんですか？」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580","2@りえこ","なんとかなっちゃうことを知ってるから、言葉の心配なんてする前にまず行っちゃえ！って感じ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1590","99@自分","えー！なんとかなるんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","2@りえこ","カタコトの言葉とジェスチャーでだいたいは切り抜けられるよ。
アラビア語圏に行った時なんて、耳で聞いても目で見てもさっぱり分からないのよ。
イエメンに行った時も、宿を探したいのに、どこに行けばいいのか全然分からない。
とりあえず首都がサヌアという街ってことは分かってたから、ひたすら「サヌア、サヌア」って連発してたの。
そしたら、現地人がバスの乗り場まで連れて行ってくれたんだよね。
とりあえずそのバスに乗ったは良いけど、本当にサヌアに着くのか分かんなくてめっちゃ不安だった。
バスの中でも、「サヌア」を連呼。
そしたら、目的地と思しき場所で同乗者たちが降りるように指示してくれたんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1610","99@自分","すごい！現地の人も優しいですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1620","2@りえこ","優しいよね！
バスを降りてからは、手のひらを合わせた両手を小首を傾げた顔の下に置いて「寝る」のジェスチャーしながら宿の場所を聞いて回ったの。
現地人に連れられてたどり着いた建物はちゃんと宿だった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1630","99@自分","ジェスチャーでなんとかなるんだ……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1640","2@りえこ","うん、体感的には言葉が通じなくてもなんとかなる！
イエメン滞在中は、終始こんな感じだったな。
ニュアンスは意外と伝わるものなのよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1650","99@自分","でも、もしどうしても伝わらなかった時とかないんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1660","2@りえこ","そういう時は絵を描くの。
日本語だって、１００％自分の考えを相手に伝えることは不可能なんだから、あんまり身構えずに試しにやってみればいいよ。
私はいつもそんな風に考えて行動してるよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1670","","「なるほど…。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","","言語がすごい不安だったんですけど、それ聞いて安心しました！」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1690","2@りえこ","良かった良かった！
旅といえば、ホームステイもすっごい楽しいよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1700","99@自分","え、ホームステイするんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1710","2@りえこ","発展途上国は本当に親切な人が多くて、道聞いただけで「うちにおいでよ」って言ってくれるの。
他人を家族として迎えることに慣れてるっていう風土があるのは、血の繋がってないご近所さんが一緒に住んでたりするからだと思うんだよね。
それから、私の場合「女の子を一人で路頭に迷わせるわけにはいかない！」って思われがちみたい。
かと言って、お世話になるお宅がホームステイをよく受け入れてるかといえばそんなことなくて、むしろ「そんなことするのは初めて！」ってお宅も多いから不思議なんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720","99@自分","すごい！そんな親切な人たちいるんですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1730","2@りえこ","本当に優しいよね。
ホームステイするとさ、その土地のリアルな生活を知れるんだよね。
現地の人と一緒に暮らして、日常を共にすることで、初めてわかることって本当にたくさんある。
ちなみに貧乏旅行の時は、宿代が浮くのもありがたいけど、それを狙って居候してるわけじゃないからね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740","99@自分","は、はい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1750","2@りえこ","私がお世話になるのは大家族で住んでるお家限定。
当然だけど、男性の一人暮らし宅に転がり込むような真似は致しません。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760","99@自分","男性の一人暮らしは危ないですね……。でも大家族にお世話になるの、楽しそうですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
