"Id","Chara","Serif","Place","Chapter","Para","Effect","Left","Center","Right","BGM","SE","Release","","","","","","","","","","","","","","","","",""
"180","","自分探しの旅。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190","","これからのことをもんもんと考えていると、目の前に一人の女性が座ってきた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200","","空いてる席、他にもあるのに……なんで僕の前に？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"210","","思わず女性を見ると、にこりと微笑んでくれた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"220","3@べる","お酒好き？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230","99@自分","え……はい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"240","3@べる","ワイン飲める？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250","99@自分","は、はい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"260","3@べる","やった！飲も飲も！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"270","99@自分","えっ…今！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"280","","女性はキッチンに行き、ワイングラスとワインを持ってきた。
そして自分にワインを注いでくれ、乾杯をして飲む。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"290","3@べる","どこから来たの？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"300","99@自分","……ここから１時間くらいのちょっとした田舎から。お姉さんは？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"310","3@べる","私は近所に住んでて、隣のバーでマスターやってるの","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"320","99@自分","バーのマスター！かっこいいですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","3@べる","ありがとう。君は若そうに見えるけど、大学生？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"340","99@自分","分かります？今月卒業して、4月からニートです","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"350","3@べる","就職先決まってないの？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"360","99@自分","自分のやりたいことが分からなくて…","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370","3@べる","あー、分かる。私も大学生の頃分かんなかったな。だからたくさん旅に出た","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"380","99@自分","見つかりました？自分探しの旅の答え","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"390","3@べる","見つかったかな。海外で働きたいって思ったの。そのために、世界で通用するスキルを身につけようと思って。エンジニアになった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"400","99@自分","なんで海外で働きたいって思ったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410","3@べる","小さい頃にドイツ行ったことがきっかけで、すごい海外に興味があったんだよね。その憧れからかな","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420","99@自分","海外か…行きたいって思えるのが凄いですね。自分は怖くて行こうとも思わないです…。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430","3@べる","外に出ると、客観的に日本を見れるようになるんだよね。より愛国心が増すし、世界が広がって、考え方が柔軟になる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","99@自分","自分も海外に行けば、やりたい事見つけられたりしますかね…","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","3@べる","ただ行くだけじゃダメかも。私の場合は、色んな人と話すことで、刺激を受けてきた。
ねぇ、今からうちのバーに来ない？面白い人いっぱい来るよ！「旅人物語」っていう店名で、旅人が集まるバーなの。世界中の話聞けるよ。きっと、君も刺激受けて、やりたいことが見つかるかもしれない","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"460","99@自分","ちょっと緊張するけど…行ってみようかな","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"470","","断る理由なんて、見つからなかった。あるとすれば、初対面の人と話すのが緊張する、くらい。…緊張するよ。でも、自分の殻を破るチャンスな気がする。もっと色んな人と話して、色んな人の人生を聞いて、自分の道の参考にしてみたい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480","3@べる","君、名前は？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","","-名前入力画面","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"500","","（画像はイメージです）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"510","3@べる","私はべる。べるちゃんって呼んでね！早速お店行っちゃおうか！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","","自分はべるちゃんに連れられてバーにやってきた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"530","","装飾はあまりなく、シンプルなバーだ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"540","","オレンジ色の照明が、落ち着いた雰囲気を作っている。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"550","","店内には店員さんが一人と、お客さんが一人いた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"560","3@べる","あれ、ケンティ、来てたの！早いね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"570","","???「今日暇だったんで。お先に飲んでます。」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"580","3@べる","ケンティ、自分探しの旅に出ている大学生連れてきたよ！色んなお話聞かせてあげて","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","","???「おー、僕も自分探ししてる時ありましたよ。僕に話せることがあれば何でも話しますよ！」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"600","3@べる","さすが！彼はケンティって言うんだけど、つい最近までフランスにいたの","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610","99@自分","フランス！？おしゃれ…。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","","けん「ワーキングホリデーっていうビザで1年間、観光も仕事も勉強もできるんだけど、それでフランスにいたんだ」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"630","3@べる","オーストラリアとかはメジャーだけど、フランスにワーキングホリデーなんて人初めて聞いたよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640","99@自分","僕はそもそもワーキングホリデーを初めて知りました。そんなビザがあるんですね。確かにフランスを選ぶケンティさん、センスが違いますね","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"650","1@ケンティ","ケンティって呼ばれてるから、そう呼んでもらって良いよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"660","99@自分","ケ、ケンティ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"670","","（早速呼んでみたが、少し照れ臭い。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"680","3@べる","X、飲みもの何か飲む？私が連れてきたから、一杯おごってあげるよ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"690","","先ほどの店員さんは姿を消していて、代わりにべるちゃんがバーに立つ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"700","","-「ビール」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"710","","-「梅酒」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"720","","-「烏龍茶」","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730","3@べる","おっけい","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"740","","べるちゃんは手際良くドリンクを作ってくれた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"750","3@べる","どうぞ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"760","99@自分","ありがとうございます。…美味しい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"770","3@べる","良かった！
じゃ、フランス話の続き聞かせてよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"780","1@ケンティ","話すと長くなるんだよね……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"790","3@べる","時間めちゃくちゃあるから大丈夫！全部聞きたい！……あれ、Xは時間あったっけ？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"800","99@自分","大丈夫です！何時間でも聞きます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"810","1@ケンティ","じゃあ、長くなるけど……沖縄でゲストハウスのボランティアやってたことがあるんだ。その時にスタッフ仲間と森カフェに行ったことがあって。自然に囲まれて、コーヒー片手にゆっくり本を読めるカフェなんだよね。集中力だけじゃなくて、いろんな感覚が研ぎ澄まされたような気がしたんだ。そこでふと、何かが降ってくるように、これから3年くらいの計画がふつふつと浮かび上がったんだ。それが、フランスのワーホリだった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"820","99@自分","なんでフランスなんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"830","1@ケンティ","フランスに憧れてたから。当時は２回行ったことがあってさ。大学時代に、授業の調査のためにみんなで行った１回目。２回目は友達と旅行。どっちもすごく魅力的で楽しいフランスで、また行きたいって思ったんだ。フランスへの憧れがどんどん大きくなっていった。だから、ワーホリに行こうと思った。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"840","99@自分","確かに、２回も行ったことあって、それがすごく楽しい経験だったら憧れちゃいますね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"850","1@ケンティ","そうなんだよね。それとは別に、ワーホリへの憧れも大きくなってたんだ。ワーホリって、３１歳までにビザを取得しなければいけない「年齢制限アリ」のアトラクション。歳を取るにつれて、このリミットを感じるようになったんだ。一度くらい使ってみたいって気持ちが出てきた。仕事で居たフィリピンと、長期で滞在してたジョージアの二カ国に住んだ経験はあるんだけど、ワーホリには縁がなかったんだよね。長期で留学したことがない僕は、ワーホリに行く人たちに憧れてたことに気づいた。
フランスへ行きたい。ワーホリへ行きたい。
だったら、どっちも叶えてしまえばいいじゃないか？
これが、僕がフランスへワーホリに行った理由だよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"860","99@自分","…自分のやりたいことを見つけてる上に、それを実現してるのが本当にすごい…","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870","3@べる","ここに来るお客さんはケンティみたいな旅人ばっかりだから、いろんな話聞けるよ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"880","99@自分","もっとケンティのお話聞きたいし、いろんな人の話聞いてみたいです。自分もここの常連になりたい","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"890","3@べる","もし今後の予定ないんだったらさ、ここで働いてみない？１ヶ月だけ体験で！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900","99@自分","わ！そういう選択肢もあるんですか！いいんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"910","3@べる","１ヶ月働いて、気に入ればそのまま働いててもらってもいい。誰かから刺激受けすぎて、旅立ちたいって思うかもしれないから、その時は１ヶ月で終了でいい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","99@自分","旅立ちたいと思えたら最高ですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"930","3@べる","いつから来れる？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"940","99@自分","い、いつでも…明日からでもいけます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"950","3@べる","じゃあ、決まりだね。明日もおいで。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"960","","こうして自分は、バー「旅人物語」で働くことになった","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"970","","暗転","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"980","3@べる","おはよう","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","99@自分","べるちゃん、おはようございます","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1000","3@べる","早速だけど、君にやってもらいたいことは、主に３つ「料理」「デザイン」「接客」……て、いきなり全部は無理だから、１日１つやってもらえればいいよ！
料理では、うちのフードメニューを作ってもらう。
デザインでは、お店のメニューのポップとかを作ってもらいたい。
接客では、お客さんと会話を楽しんだり、お客さん同士を繋げて楽しんでもらったりする。
総じて、お客さんがまた来たいと思えるバーにして欲しい。
ストレスたまって倒れちゃうのも困るから、休むときは休んでもらって大丈夫だからね","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1010","","[[ゲーム開始->102]]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","","【共通】初めてのコマンド選択","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1030","","（画像はイメージです）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1040","","コマンドの種類","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050","","料理","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1060","","デザイン","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070","","接客","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","","休む","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","","【共通】料理","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100","","自分は実家暮らしだ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","","家ではもちろん母親が料理を作ってくれるから、自炊をほとんどしたことはない","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1120","99@自分","自分に料理できるかな……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1130","3@べる","もしかして実家暮らしなの？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","99@自分","はい。一人暮らしに憧れます。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","3@べる","一人暮らし最高だよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","99@自分","でも料理とか掃除とか自信なくて……そんな自分でも、一人暮らしできますかね？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1170","3@べる","料理はここで覚えればいいじゃん！掃除は、自分が気になったらするようになるもんだよ。したくなかったらしなければいいし…","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","99@自分","…まぁ、そうですね。料理、いっぱい勉強したいです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1190","3@べる","私が実家初めて出たのは、オーストラリアのシェアハウスが最初だったけど、初めての自炊問題なかったよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1200","99@自分","自炊初めてだったんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","3@べる","うん、全然料理したことなかった。でも、普通に美味しく作れたし、困らなかったな。逆に料理にはまっちゃった！ワーホリ中、仕事が見つからなくて失業者だった時があったんだ。暇だからずっと料理してて、ラザニアとかアップルパイ作ってたよ。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","99@自分","すごいですね！めちゃくちゃ凝ってる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","3@べる","料理の経験とかあんま関係ないと思うんだよね。楽しむことが大事だと思う！……偉そうに言ってるけど、私も大してできないんだ〜","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","99@自分","そうなんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","3@べる","ある日圧力鍋を買ったのよ。冷凍野菜と冷凍肉を入れるだけで超簡単に作れるから、毎日質素な食卓になっちゃった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","99@自分","なるほど、それは料理しなくなるかもですね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","3@べる","料理できる男性はSSRって言われてるから、Xも料理頑張ったらモテるよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","99@自分","SSR…？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","3@べる","超超レアってこと。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","99@自分","なるほど。僕もモテるためにも頑張りたいです！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","3@べる","じゃあ早速作ってみよ！何作りたい？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","","スクランブルエッグ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","3@べる","簡単だから、レシピ見るだけできっとできるよ。見守っとくね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","","（レシピ通りに僕は頑張って作ってみた。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","","唐揚げ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","3@べる","うん、いいね！私、油跳ねるの怖いから、遠くから見守っとくね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1370","99@自分","え、近くで教えてくれないんですか！？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","3@べる","私がキッチンやる時、唐揚げはいつも売り切れって事！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1390","","（そんな……僕は油に怯えながら、なんとかレシピ通り唐揚げを作った。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1400","","サラダ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1410","3@べる","葉っぱ乗せるだけだから、私がいなくても大丈夫だね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","","（そう言ってべるちゃんはどこかへ行ってしまった……。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","","確かに葉っぱ乗せるだけだけど、見守っててほしかった！）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1440","","以下共通","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","","料理ができる頃、べるちゃんは戻ってきた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","3@べる","えー！初めてにしては上出来じゃん！素質あるよ！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","99@自分","ありがとうございます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1480","","（料理を作るのは結構楽しかった。これからもやっていけそうだ。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1490","","[[戻る->102]]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1500","","【共通】デザイン","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1510","99@自分","デザインって、何すれば良いんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1520","3@べる","お店の看板作ったりして欲しいな。今日のメニューとか。固定の看板でも良いんだけどさ、旅って、毎回違うじゃん。この店って、旅人メインじゃん。だからそれを看板にも表現したいんだよね。看板に、Xの成長を描き込んで欲しいんだ。好きなように描いてもらって良いから。絵とか描くの好き？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1530","99@自分","そう聞いたら、すごく楽しそうな仕事ですね。絵描くのは嫌いじゃないですけど、上手くないです…","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1540","3@べる","上手さは関係ないよ！真っ白な大学生が、このバーを通して、どんな色になるのか。それを看板で表現して欲しい。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","99@自分","僕もそれ、気になります！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1560","3@べる","ケンティがさ、Webデザインの仕事してるの。ちょっとジャンルは違うかもしれないけど、通じるものはある気がするんだよね。ケンティから何か学べたら良いよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1570","99@自分","Webデザインなら、世界中で仕事できそうですごいですね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580","3@べる","デザインだけじゃなくてさ、お客さんから受けた刺激を看板で表現したり、自分の行きたいって思った旅先を表現してみたり。色々できるよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1590","99@自分","今思いつきました。今日の看板はこれです。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","","（画像はイメージです）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1610","99@自分","僕はまだ、何も染まっていない真っ白なキャンバス。だから、その上にただメニューを書きました。……黒板だから真っ黒ですけど。これから、看板を描き変える度に変化していきます。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1620","3@べる","良いじゃん！最初らしいね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1630","99@自分","べるちゃんは、自分を表現するものとして何かやってたりするんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1640","3@べる","んー……私も絵を描くのはすごく好きだったの。ストレス発散でもあったし。でも…大学行ってから描かなくなっちゃったな。旅に全振りしてた。社会人になって、また描きたいって思っても、描けなくなっちゃった。能力って、続けることが大事で、やめると消えてしまうんだよね…。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1650","99@自分","これからまた頑張って描きたいと思わないんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1660","3@べる","頑張ろうと思ったけど、続かない。それ以上にやりたいことがあって。（メモ：プロフィール１段階解放・ゲーム制作のこと）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1670","99@自分","やりたいことですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","3@べる","このキャンバスに君の色が出てきたら教えてあげる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1690","99@自分","気になりますね！自分の色、出してみます！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1700","","次はどんな絵を描こうか、どんな人から刺激を受けるだろうか。最終的に僕はどんな色になるのか。そんなことを考えると、すごくわくわくする。僕は一人旅でこの宿に辿り着いた自分に感謝した。そこで話しかけてくれたべるちゃん。バーに誘ってくれたこと、アルバイトに誘ってくれたこと。あの時の「ちょっとした偶然」に、僕は心から感謝している。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1710","","[[戻る->102]]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1720","","【共通】接客","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1730","3@べる","Xは人と話すのは好き？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1740","99@自分","好きですね。でも、今までは親とか、同級生としか話したことがなくて。べるちゃんとか、ケンティと話してるとすごく刺激的で、もっとここに来る人たちの話を聞いてみたくなります。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1750","3@べる","いいねー！話し相手に興味を持つこと、それができてるならもう完璧だよ。あとは、笑顔くらいかな。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760","99@自分","べるちゃんって、いつも自然な笑顔じゃないですか。あれって意識してるんですか？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1770","3@べる","愛想が良いのは自覚してるんだけど、特に意識はしてないかな。笑顔の方が、相手も私も心地いいじゃん。でも、愛想が悪い時もあったな。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1780","99@自分","えー！そうなんですか！どんな時に？","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1790","3@べる","高校の時、受験勉強でいっぱいいっぱいで、友達と話す時間が無駄だって思ってた時期があった。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800","99@自分","友達とお喋りするからこそ、ストレスが軽減されるのに！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1810","3@べる","そうなんだよ！友達の大切さに気づいてなかったんだよね。余裕がなくて、結構無愛想だったと思う。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1820","99@自分","余裕がないと愛想も消えちゃうんですね……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1830","3@べる","そうだね……。浪人して友達がいなくなった時に、友達の大切さに気付いちゃったかな……。孤独って本当に辛いんだけど、その痛みを知ったからこそ、友達と一緒にいることがすごく幸せに思えた。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1840","99@自分","なくなって初めて気づくやつですね……","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1850","3@べる","逆に愛想ぶちまけてたのは、バイトを一生懸命やってた時。年末年始にリゾートホテルのウェイトレスしてた時があったんだ。５日間だけだけど、１日１４時間働かされてた。激務だったけど、目の前の仕事に全力で取り組んでた。お客様を大切な人だと思って、丁寧に接客してた。ある時、「あなたが料理運ぼうとしてるテーブルのお客さん、料理が遅いって怒ってるよ。」って他のスタッフに言われて、謝りに行ったことがあるの。怒られるの覚悟で、本当に申し訳なく謝って。そしたら、「あなた凄く丁寧ね。お名前は？」って逆に褒められたんだよね。このアルバイトの中で、お客さんに何度も接客を褒められたんだよね。……ちょっと自慢みたいになっちゃったけど、お客さんを愛して、全力で働けば、最高の接客ができると思ってる。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1860","99@自分","お客さんのクレームを賞賛に変えるってすごいですね……！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1870","3@べる","ありがとう！何事もさ、全力で向き合えば、凄く楽しいし、周りからも輝いて見える。激務すぎて、体力的にはちょっと持たなかったんだけど、仕事は楽しかったんだよね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1880","99@自分","僕も、そのスタンスで接客してみたいと思います！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1890","3@べる","うん、楽しんで！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900","","[[戻る->102]]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1910","","【共通】初めての放課後イベント","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1920","3@べる","Xお仕事お疲れ様！仕事終わった後、お客さんとお話ししたりするのも全然おっけーだからね！色んなお話し聞いて、自分のやりたいこと探してみてよ。もちろん帰ってもいいけどね。","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1930","99@自分","は、はい！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1940","","[[帰宅して休む->1001]]","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1950","","（疲れたから、ゆっくり休もう。）","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1960","99@自分","今日はここで失礼します。お疲れ様でした！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1970","3@べる","お疲れ様！明日もよろしくね！","","","","","","","","","","","","","","","","","","","","","","","","","","",""
